year,finanzas__us_ltrate,finanzas__us_strate,finanzas__us_policy_rate,finanzas__us_infl,finanzas__us_real_ltrate,finanzas__us_real_strate,finanzas__us_reer,finanzas__us_debt_gdp,finanzas__share_bank_onset,finanzas__share_bank_onset_gdpw,finanzas__share_currency_onset,finanzas__share_currency_onset_gdpw,finanzas__share_sovdebt_onset,finanzas__share_sovdebt_onset_gdpw,finanzas__share_bank_active_lv,finanzas__share_bank_active_lv_gdpw,finanzas__world_debt_gdp_gdpw,finanzas__world_debt_gdp_median,finanzas__world_r_minus_g_median,finanzas__world_r_minus_g_eff_median,finanzas__n_countries_debt,finanzas__usd_index_major,finanzas__usd_index_broad,recursos__petroleo_precio_nominal_usd_bbl,recursos__deflactor_eeuu_2019,recursos__petroleo_precio_real_usd2019_bbl,recursos__jacks_beef,recursos__jacks_hides,recursos__jacks_lamb,recursos__jacks_pork,recursos__jacks_coal,recursos__jacks_natural_gas,recursos__jacks_petroleum,recursos__jacks_barley,recursos__jacks_corn,recursos__jacks_rice,recursos__jacks_rye,recursos__jacks_wheat,recursos__jacks_aluminum,recursos__jacks_chromium,recursos__jacks_copper,recursos__jacks_lead,recursos__jacks_manganese,recursos__jacks_nickel,recursos__jacks_steel,recursos__jacks_tin,recursos__jacks_zinc,recursos__jacks_bauxite,recursos__jacks_iron_ore,recursos__jacks_phosphate,recursos__jacks_potash,recursos__jacks_sulfur,recursos__jacks_gold,recursos__jacks_platinum,recursos__jacks_silver,recursos__jacks_cocoa,recursos__jacks_coffee,recursos__jacks_cotton,recursos__jacks_cottonseed,recursos__jacks_palm_oil,recursos__jacks_peanuts,recursos__jacks_rubber,recursos__jacks_saw_logs,recursos__jacks_soybeans,recursos__jacks_sugar,recursos__jacks_tea,recursos__jacks_tobacco,recursos__jacks_wool,recursos__jacks_indice_vp1975,recursos__jacks_indice_vp2019,recursos__jacks_indice_igual,recursos__jacks_sub_cultivados,recursos__jacks_sub_subsuelo,recursos__jacks_sub_subsuelo_sin_energia,recursos__gycpi_nominal,recursos__gycpi_metales_nominal,recursos__muv_g5,recursos__gycpi_real,recursos__gycpi_metales_real,recursos__cmo_petroleo_real2010,recursos__cmo_carbon_aus_real2010,recursos__cmo_gas_eeuu_real2010,recursos__cmo_gas_europa_real2010,recursos__cmo_cobre_real2010,recursos__cmo_hierro_real2010,recursos__cmo_aluminio_real2010,recursos__cmo_oro_real2010,recursos__cmo_estano_real2010,recursos__cmo_niquel_real2010,recursos__cmo_zinc_real2010,recursos__usgs_prod_mundial_aluminio_t,recursos__usgs_prod_mundial_bauxita_t,recursos__usgs_prod_mundial_cobre_t,recursos__usgs_prod_mundial_oro_t,recursos__usgs_prod_mundial_hierro_t,recursos__usgs_prod_mundial_plomo_t,recursos__usgs_prod_mundial_niquel_t,recursos__usgs_prod_mundial_fosfato_t,recursos__usgs_prod_mundial_plata_t,recursos__usgs_prod_mundial_estano_t,recursos__usgs_prod_mundial_zinc_t,recursos__mundo_oil_prod_twh,recursos__mundo_oil_cum_twh,recursos__mundo_gas_prod_twh,recursos__mundo_gas_cum_twh,recursos__mundo_coal_prod_twh,recursos__mundo_coal_cum_twh,recursos__mundo_gigantes_n,recursos__mundo_gigantes_eur_mbep,recursos__mundo_gigantes_eur_petroleo_mbep,recursos__mundo_gigantes_eur_cum_mbep,geopolitica__cinc_share_usa,geopolitica__cinc_share_rus,geopolitica__cinc_share_chn,geopolitica__cinc_top1_iso,geopolitica__cinc_top1_share,geopolitica__cinc_top2_share,geopolitica__cinc_lead_ratio,geopolitica__cinc_hhi,geopolitica__cinc_con,geopolitica__chn_usa_cinc_ratio,geopolitica__n_poles_10pct,geopolitica__gdp_share_usa,geopolitica__gdp_share_chn,geopolitica__gdp_share_rus,geopolitica__chn_usa_gdp_ratio,geopolitica__cold_war,geopolitica__bipolar,geopolitica__n_states,geopolitica__share_democracies_row,geopolitica__mean_polyarchy,geopolitica__coups_world,geopolitica__coups_success_world,geopolitica__dem_transitions_world,geopolitica__dem_breakdowns_world,geopolitica__mid_onsets_world,geopolitica__states_in_interstate_conflict,geopolitica__states_sanctioned,geopolitica__n_major_powers,geopolitica__mean_oda_gni,clima__gmst_hadcrut5,clima__gmst_gistemp,clima__gmst_preind,clima__co2_ppm_mlo,clima__co2_ppm_icecore,clima__co2_ppm,clima__co2_mt,clima__co2_pc,clima__co2_per_gdp,clima__co2_incl_luc_mt,clima__co2_luc_mt,clima__co2_coal_mt,clima__co2_oil_mt,clima__co2_gas_mt,clima__co2_cement_mt,clima__co2_flaring_mt,clima__co2_cons_mt,clima__co2_cons_pc,clima__co2_trade_mt,clima__co2_trade_share,clima__co2_cum_mt,clima__co2_cum_incl_luc_mt,clima__co2_cum_luc_mt,clima__co2_share_world,clima__co2_cum_share_world,clima__ch4_mtco2e,clima__n2o_mtco2e,clima__ghg_mtco2e,clima__ghg_excl_lucf_mtco2e,clima__ghg_pc,clima__dT_from_ghg,clima__dT_from_co2,clima__dT_share_world,clima__primary_energy_twh,clima__coal_prod_twh,clima__oil_prod_twh,clima__gas_prod_twh,clima__fossil_cons_twh,clima__fossil_share_energy,clima__fossil_prod_twh,clima__world_dis_n_total,clima__world_dis_n_climate,clima__world_dis_n_flood,clima__world_dis_n_storm,clima__world_dis_n_drought,clima__world_dis_n_extreme_temp,clima__world_dis_n_wildfire,clima__world_dis_n_geo,clima__world_dis_deaths,clima__world_dis_deaths_climate,clima__world_dis_affected,clima__world_dis_damage_kusd,clima__world_dis_damage_climate_kusd,clima__ef_cons_pc_2025ed,clima__biocap_pc_2025ed,clima__overshoot_ratio,clima__lpi,clima__lpi_hi,clima__lpi_lo,clima__material_footprint_t_sum,clima__co2_gtc,clima__co2_cum_incl_luc_gtco2
1937,,,,,,,,,,,,,,,,,,,,,,,,1.1799999475479126,0.0561914352939122,20.999640628075465,124.2,80.89,348.52,111.57,105.74,39.31,124.74,75.49,152.62,53.85,77.62,98.69,34.84,43.53,46.11,77.96,67.09,39.78,84.5,103.03,84.19,105.81,68.02,51.79,42.71,94.38,95.98,149.42,38.32,28.34,75.89,67.4,76.23,85.52,60.34,18.86,173.63,35.47,35.25,71.6,209.87,103.25,98.09,97.23,87.2,95.91,100.09,77.52,21.361,20.931,16.854,126.74142636762788,124.19010323958706,,,,,,,,,,,,482000.0,3750000.0,2290000.0,1100.0,212000000.0,,120000.0,12900000.0,8640.0,213000.0,1470000.0,3257.144,47313.64,830.521,12591.860000000002,9618.814,302822.08300000004,6.0,4579.309,3254.3,209154.82300000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.016,-0.0333,0.341356862745098,,307.41,307.41,4496.713,2.021,,10122.65,5625.938,3465.992,846.626,140.578,40.804,,,,,,167440.938,521777.281,358909.344,100.0,100.0,2940.399,475.365,13529.76,5911.669,6.082,0.319,0.234,100.0,,9618.814,3257.144,830.521,,,13706.479,10.0,5.0,2.0,3.0,0.0,0.0,0.0,5.0,12450.0,11479.0,7700.0,9269440.0,9269440.0,,,,,,,,1.2272688318777292,521.777281
1938,,,,,,,,,,,,,,,,,,,,,,,,1.1299999952316284,0.0551457184662234,20.491164620944215,111.99,57.55,306.97,89.14,108.32,40.07,121.92,52.24,83.08,50.36,44.74,65.59,35.33,44.36,35.68,62.66,88.31,40.55,84.32,81.74,60.67,117.24,62.93,55.68,45.64,86.09,97.82,105.71,38.16,17.88,54.06,55.87,86.86,68.93,61.5,14.52,157.64,24.19,29.6,68.37,218.7,72.21,88.77,91.59,76.31,78.12,98.53,76.2,16.552,18.474,17.603,94.0294268022496,104.94802022382548,,,,,,,,,,,,579000.0,3870000.0,1990000.0,1170.0,162000000.0,1700000.0,115000.0,12900000.0,8320.0,166000.0,1420000.0,3179.63,50493.27,881.948,13473.808000000005,8974.383,311796.466,8.0,73283.85399999999,73283.85399999999,282438.677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0129,-0.0042,0.344456862745098,,311.07,311.07,4229.617,1.881,,9895.467,5665.851,3230.586,822.813,135.497,38.521,,,,,,171670.562,531672.75,364575.188,100.0,100.0,2947.51,479.381,13313.498,5631.18,5.922,0.325,0.238,100.0,,8974.383,3179.63,881.948,,,13035.961,7.0,5.0,2.0,2.0,0.0,0.0,0.0,2.0,2208.0,2059.0,6430.0,6613696.0,6613696.0,,,,,,,,1.1543714519650656,531.67275
1939,,,,,,,,,,,,,,,,,,,,,,,,1.0199999809265137,0.0543639445560699,18.762435089207067,108.61,67.9,255.27,73.3,103.68,40.64,107.82,58.32,76.54,49.43,51.35,64.22,35.84,42.91,39.67,67.72,89.49,41.13,79.72,98.63,68.21,111.27,74.56,53.38,38.36,85.53,98.03,109.54,31.65,16.74,52.68,60.57,85.28,71.97,64.27,17.67,169.23,24.9,31.27,60.29,159.4,86.86,82.31,85.61,74.38,72.94,90.9,74.15,16.019,19.188,16.105,99.46600434647624,119.14312325364791,,,,,,,,,,,,720000.0,4340000.0,2130000.0,1230.0,200000000.0,1740000.0,122000.0,12800000.0,8300.0,180000.0,1500000.0,3312.782,53806.052,945.305,14419.113000000005,9479.81,321276.276,7.0,3552.223,3021.223,285990.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0418,-0.0217,0.315556862745098,,310.83,310.83,4470.132,1.969,,10105.731,5635.598,3435.781,854.5,141.331,35.659,,,,,,176140.703,541778.5,370210.812,100.0,100.0,3004.825,484.0,13585.188,5908.239,5.983,0.332,0.243,100.0,,9479.81,3312.782,945.305,,,13737.897,12.0,5.0,2.0,2.0,0.0,0.0,1.0,7.0,563205.0,500084.0,656587.0,20608906.0,0.0,,,,,,,,1.2200141921397378,541.7785
1940,,,,,,,,,,,,,,,,,,,,,,,,1.0199999809265137,0.0548903425597702,18.58250346708681,135.64,70.55,258.13,63.05,106.55,40.24,106.75,56.59,95.61,58.83,48.64,79.24,33.18,43.51,40.49,68.77,79.1,40.72,77.48,96.7,83.79,103.97,62.22,49.78,30.11,85.27,96.72,112.62,31.16,17.61,50.7,66.73,86.83,73.28,61.76,19.93,163.41,26.17,27.88,60.97,135.97,99.47,84.41,86.55,74.91,78.79,89.55,71.49,17.237,18.932,17.603,97.92080895301936,107.54984945747884,,,,,,,,,,,,787000.0,4390000.0,2400000.0,1310.0,212000000.0,,140000.0,10300000.0,8570.0,240000.0,1470000.0,3419.488,57225.53999999999,1008.662,15427.775000000003,10455.532,331731.808,4.0,31257.974,31257.974,317248.874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0738,0.1208,0.431156862745098,,310.38,310.38,4884.662,2.131,0.639,10628.067,5743.406,3795.503,900.981,153.52,31.431,,,,,,181025.359,552406.562,375954.219,100.0,100.0,3070.731,489.32,14177.45,6367.513,6.186,0.339,0.247,100.0,,10455.532,3419.488,1008.662,,,14883.682,23.0,15.0,3.0,3.0,9.0,0.0,0.0,7.0,23500.0,20598.0,84705.0,936014.0,0.0,,,,,,,,1.3331501091703055,552.406562
1941,,,,,,,,,,,,,,,,,,,,,,,,1.1399999856948853,0.0576235387567653,19.7835816801696,150.7,78.31,253.59,88.7,116.37,38.33,112.47,71.83,103.93,62.65,59.78,80.8,27.88,40.46,40.28,73.22,81.76,38.78,73.8,96.15,94.03,96.97,62.32,51.26,33.14,82.92,94.3,102.55,29.93,25.0,76.14,88.11,181.41,94.05,83.78,21.09,187.59,36.58,33.0,74.31,157.8,107.57,91.52,90.5,83.42,91.2,91.82,68.78,20.093,18.452,18.727,107.29428098467451,98.53153201260211,,,,,,,,,,,,1040000.0,6110000.0,2480000.0,1080.0,233000000.0,,162000.0,10800000.0,8140.0,244000.0,1590000.0,3522.425,60747.965,1072.019,16499.794,10838.009,342569.81700000004,5.0,5736.227,2191.37,322985.101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0344,0.18,0.391756862745098,,309.77,309.77,4999.09,2.162,,10890.24,5891.15,3885.963,912.337,153.463,43.293,,,,,,186024.438,563296.812,381845.344,100.0,100.0,3122.709,506.843,14507.957,6511.877,6.275,0.346,0.252,100.0,,10838.009,3522.425,1072.019,,,15432.453,13.0,5.0,0.0,4.0,0.0,0.0,0.0,8.0,13002.0,10146.0,46292.0,829248.0,829248.0,,,,,,,,1.364380458515284,563.296812
1942,,,,,,,,,,,,,,,,,,,,,,,,1.190000057220459,0.0637880921527924,18.65552044369092,175.72,74.12,237.42,99.28,113.32,34.63,105.39,77.55,110.05,62.18,60.11,90.31,22.91,49.94,36.33,74.05,74.51,32.01,66.69,86.86,93.85,88.16,55.46,49.66,25.54,73.39,86.88,93.07,34.53,26.46,81.41,102.93,157.05,104.25,98.27,19.4,208.78,42.06,44.64,87.52,165.55,106.14,92.26,88.25,84.01,99.63,85.5,62.35,23.073,18.039,21.723,106.21461124154123,83.04101643419418,,,,,,,,,,,,1400000.0,8360000.0,2590000.0,1120.0,235000000.0,,158000.0,8800000.0,7780.0,124000.0,1630000.0,3315.608,64063.573,1135.375,17635.169,11023.774,353593.591,2.0,1195.0,1195.0,324180.101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0005,0.0617,0.356856862745098,,312.37,312.37,4982.523,2.137,,10887.828,5905.305,3910.556,863.508,166.049,38.376,,,,,,191006.969,574184.625,387750.656,100.0,100.0,3158.67,544.782,14578.645,6509.649,6.254,0.353,0.257,100.0,,11023.774,3315.608,1135.375,,,15474.757,12.0,4.0,0.0,3.0,1.0,0.0,0.0,8.0,1604426.0,1601000.0,135.0,46741.0,0.0,,,,,,,,1.3598588973799126,574.184625
1943,,,,,,,,,,,,,,,,,,,,,,,,1.2000000476837158,0.0676844750096769,17.72932489336957,175.52,69.84,239.65,77.73,121.7,32.63,99.3,114.57,129.36,61.22,92.23,102.59,21.58,54.61,34.23,69.99,72.49,30.16,62.83,81.84,88.42,86.7,52.46,48.49,23.85,68.18,82.47,87.37,32.53,24.93,76.7,101.44,169.06,70.99,107.76,18.28,272.52,39.15,40.57,74.16,235.16,99.16,91.47,87.23,86.77,101.79,82.01,58.91,24.283,18.132,24.345,99.74532758266584,74.47935921133704,,,,,,,,,,,,1950000.0,14000000.0,2620000.0,896.0,227000000.0,,167000.0,9250000.0,6380.0,146000.0,1830000.0,3568.096,67631.669,1198.732,18833.901,11329.403,364922.994,0.0,0.0,0.0,324180.101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0064,0.085,0.363756862745098,,,312.365,5075.272,2.161,,10969.573,5894.301,3926.686,926.591,182.9,34.769,,,,,,196082.234,585154.188,393644.969,100.0,100.0,3221.97,598.293,14776.369,6644.408,6.29,0.36,0.262,100.0,,11329.403,3568.096,1198.732,,,16096.231,16.0,6.0,2.0,3.0,1.0,0.0,0.0,10.0,1912974.0,1905990.0,77348.0,18320154.0,15853980.0,,,,,,,,1.3851724890829693,585.154188
1944,,,,,,,,,,,,,,,,,,,,,,,,1.2100000381469729,0.0688641868100216,17.57081720118249,169.53,68.65,240.66,66.31,129.86,32.08,97.61,114.77,136.55,60.18,100.62,109.25,21.22,57.81,33.65,68.8,87.25,29.64,61.76,80.44,86.92,83.25,52.94,49.99,25.98,71.3,82.56,85.83,31.98,24.5,75.4,103.31,168.09,69.78,119.35,17.96,264.7,43.67,40.37,71.2,278.61,98.3,90.99,87.11,88.4,101.07,81.74,58.32,25.243,18.132,27.715,91.08064225148836,65.42305610680138,,,,,,,,,,,,1690000.0,6960000.0,2460000.0,813.0,199000000.0,,157000.0,9330000.0,5740.0,102000.0,1870000.0,4098.133,71729.802,1262.089,20095.99,10878.439,375801.433,3.0,6265.004,1941.004,330445.10500000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1446,0.2017,0.5019568627450981,,312.36,312.36,5162.486,2.181,,10988.551,5826.065,3869.107,1068.786,197.601,22.664,,,,,,201244.719,596142.688,399471.031,100.0,100.0,3267.549,662.533,14904.324,6756.149,6.297,0.367,0.267,100.0,,10878.439,4098.133,1262.089,,,16238.661,15.0,7.0,0.0,5.0,0.0,0.0,2.0,7.0,16172.0,896.0,263673.0,3463054.0,1731527.0,,,,,,,,1.4089754366812226,596.142688
1945,,,,,,,,,,,,,,,,,,,,,,,,1.0499999523162842,0.0704518337681777,14.903798753788523,165.92,67.12,227.26,68.03,133.06,31.36,95.44,112.22,138.91,58.84,122.76,110.51,20.74,56.53,32.9,67.27,96.21,28.98,62.08,78.66,84.98,84.66,52.34,51.9,25.33,72.5,83.64,83.92,49.41,23.96,74.77,113.07,159.37,68.23,121.08,17.57,255.6,47.11,46.98,69.62,265.69,95.3,90.66,86.63,88.62,101.03,81.17,58.62,25.832,18.232,28.464,90.7532321528949,64.05283867341203,,,,,,,,,,,,870000.0,3430000.0,2110000.0,762.0,159000000.0,1250000.0,145000.0,10900000.0,5040.0,88400.0,1470000.0,4093.341,75823.143,1325.446,21421.436,8728.483,384529.916,5.0,14227.167,14227.167,344672.27200000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0429,0.095,0.400256862745098,,310.94,310.94,4289.312,1.799,,10152.701,5863.389,2999.876,1045.789,216.7,22.986,,,,,,205534.031,606295.438,405334.406,100.0,100.0,3229.961,732.66,14100.154,5824.484,5.913,0.374,0.272,100.0,,8728.483,4093.341,1325.446,,,14147.27,17.0,7.0,0.0,7.0,0.0,0.0,0.0,9.0,11358.0,4415.0,1906365.0,8549895.0,6772194.0,,,,,,,,1.1706637554585153,606.295438
1946,,,,,,,,,,,,,,,,,,,,,,,,1.1200000047683716,0.0764708858418226,14.646096909156403,176.02,73.01,227.18,59.85,137.79,28.89,104.82,141.25,160.6,62.52,161.31,116.14,17.84,38.68,35.56,77.31,88.39,29.24,63.91,76.0,82.84,76.54,53.36,52.45,21.37,65.08,77.97,128.15,55.74,28.51,94.57,133.56,206.85,62.85,122.29,16.18,348.44,47.74,52.26,60.76,262.35,76.63,96.81,92.27,95.3,108.38,86.21,59.72,31.232,19.485,28.839,108.29779118554734,67.56475605950276,,,,,,,,,,,,790000.0,4360000.0,1780000.0,860.0,154000000.0,1030000.0,123000.0,15300000.0,3970.0,89400.0,1440000.0,4354.179,80177.322,1396.386,22817.822,9398.169,393928.085,1.0,1565.22,1565.22,346237.492,0.3627007780866819,0.1221076364929282,0.1322410926077432,USA,0.3627007780866819,0.1322410926077432,2.742723694536719,0.1805237284089942,0.4097760377983904,0.3646010722815128,4.0,0.3145547868301074,0.0636983247979094,0.0822002434655979,0.2025031169921862,0.0,0.0,151.0,0.1125827814569536,0.1972758620689655,,,5.0,0.0,18.0,4.0,0.0,4.0,,-0.1227,-0.0725,0.234656862745098,,312.26,312.26,4608.545,1.918,,10436.161,5827.616,3236.01,1108.431,223.837,36.306,,,,,,210142.578,616731.562,411162.031,100.0,100.0,3323.815,803.829,14547.558,6216.727,6.056,0.381,0.276,100.0,,9398.169,4354.179,1396.386,,,15148.734,17.0,6.0,0.0,5.0,1.0,0.0,0.0,11.0,35563.0,30337.0,6384.0,398517.0,7814.0,,,,,,,,1.257790665938865,616.731562
1947,,,,,,,,,,,,,,,,,,,,,,,,1.899999976158142,0.0874270409210824,21.732406314348555,148.73,100.5,188.51,54.45,145.75,30.32,126.19,154.88,201.34,87.56,165.82,138.66,15.6,41.64,47.17,122.32,80.8,25.57,61.56,95.0,87.15,62.38,53.34,52.47,17.25,59.92,75.1,116.85,41.95,75.69,114.73,133.01,215.86,113.77,118.71,13.19,403.5,57.0,61.8,73.63,230.5,80.81,106.47,100.19,102.17,117.79,96.1,58.52,40.389,24.709,34.831,115.957049754529,70.93968016996352,,,,,,,,,,,,1080000.0,6320000.0,2130000.0,900.0,184000000.0,1310000.0,140000.0,18300000.0,5220.0,115000.0,1600000.0,4796.538,84973.86,1544.878,24362.7,10559.624,404487.709,3.0,18029.0,18029.0,364266.492,0.3089785021019957,0.1447660568040612,0.1188492622599269,USA,0.3089785021019957,0.1447660568040612,2.1343297518989117,0.1453461102718105,0.364129210675156,0.3846522054168482,3.0,0.3017976465804531,0.0622249937840671,0.0859492278742501,0.2061811763249758,1.0,1.0,153.0,0.1241830065359477,0.2144013605442177,,,2.0,0.0,10.0,0.0,0.0,4.0,,-0.096,-0.0275,0.261356862745098,,311.61,311.61,5165.204,2.133,,10943.44,5778.238,3623.154,1246.469,247.893,43.141,,,,,,215307.781,627675.062,416940.25,100.0,100.0,3433.029,871.198,15230.034,6861.721,6.29,0.388,0.281,100.0,,10559.624,4796.538,1544.878,,,16901.04,14.0,10.0,1.0,7.0,1.0,0.0,1.0,3.0,17650.0,6738.0,35020.0,1776562.0,1776562.0,,,,,,,,1.409717248908297,627.675062
1948,,,,,,,,,,,,,,,,,,,,,,,,1.9900000095367432,0.0942299641245297,21.118547884692557,114.1,90.31,126.91,49.24,162.19,32.82,156.71,96.35,180.06,86.09,96.49,120.07,16.23,45.88,46.02,139.55,77.96,24.4,64.88,112.22,104.64,56.43,55.81,54.9,15.85,56.63,68.82,157.01,36.52,79.88,111.11,117.21,156.66,129.28,114.5,12.84,373.88,55.12,50.53,72.66,201.34,99.37,108.47,106.75,95.7,103.85,112.7,61.51,38.722,27.98,35.581,108.8277451448807,78.6374750569124,,,,,,,,,,,,1270000.0,8360000.0,2210000.0,932.0,211000000.0,1380000.0,151000.0,19400000.0,5440.0,156000.0,1690000.0,5428.873,90402.733,1746.574,26109.274,10910.78,415398.48900000006,5.0,117673.717,116947.5,481940.209,0.2938915264979091,0.1635720155602731,0.1147552827083853,USA,0.2938915264979091,0.1635720155602731,1.796710308247169,0.1386881098175884,0.3557484454424749,0.3904681569960194,3.0,0.2963162305918565,0.0596460084807083,0.0881841490294159,0.2012917360671487,1.0,1.0,155.0,0.1354838709677419,0.2213422818791946,,,2.0,0.0,23.0,8.0,0.0,4.0,,-0.1292,-0.1067,0.228156862745098,,311.57,311.57,5447.883,2.231,,11172.639,5724.756,3740.727,1370.552,280.127,51.635,,,,,,220755.672,638847.688,422665.031,100.0,100.0,3481.768,929.925,15567.631,7172.138,6.375,0.396,0.286,100.0,,10910.78,5428.873,1746.574,,,18086.227,25.0,17.0,5.0,10.0,0.0,0.0,0.0,8.0,120828.0,4413.0,765028.0,13288314.0,228561.0,,,,,,,,1.4868676310043667,638.847688
1949,,,,,,,,,,,,,,,,,,,,,,,,1.7799999713897705,0.0932860913620136,19.081086423507205,91.32,81.07,112.8,57.74,160.15,28.4,158.22,88.89,120.03,75.06,81.75,104.1,17.74,46.32,40.48,119.97,85.62,27.37,71.02,113.41,94.38,54.43,64.77,54.38,16.26,57.18,65.84,135.02,38.61,43.88,136.53,114.34,102.15,96.4,114.5,10.35,396.94,39.31,50.17,78.14,201.57,101.42,104.8,105.26,89.24,93.73,114.94,65.98,35.845,26.479,33.333,107.5360753607536,79.43779437794379,,,,,,,,,,,,1310000.0,8230000.0,2140000.0,964.0,223000000.0,1370000.0,146000.0,19700000.0,5570.0,164000.0,1730000.0,5397.739,95800.472,1866.309,27975.583,10373.65,425772.1390000001,10.0,16134.697,14386.364,498074.906,0.2722037744061837,0.1673262096197921,0.103683736483641,USA,0.2722037744061837,0.1673262096197921,1.6267850387856162,0.1252340751131073,0.3367683387226108,0.3809048449450364,3.0,0.2835568043537949,0.0574211367259872,0.0935421812744077,0.2025031169921869,1.0,1.0,155.0,0.1483870967741935,0.2294533333333333,,,1.0,0.0,35.0,10.0,1.0,4.0,,-0.1539,-0.11,0.203456862745098,,309.69,309.69,5204.033,2.109,,10887.349,5683.316,3547.274,1293.929,300.46,58.189,,,,,,225959.703,649735.062,428348.344,100.0,100.0,3522.194,975.165,15368.438,6947.498,6.227,0.403,0.291,100.0,,10373.65,5397.739,1866.309,,,17637.698,21.0,12.0,2.0,8.0,0.0,0.0,1.0,9.0,123774.0,111884.0,299641.0,1334236.0,192069.0,,,,,,,,1.4203146834061136,649.7350620000001
1950,0.0218,0.0121833,0.0175,0.0108505,0.0108319,0.00131848,,0.874469,0.0,0.0,0.185714,0.124573,0.0,0.0,,,0.736334,0.200441,,,44.0,,,1.7100000381469729,0.0942299641245297,18.147094228828525,62.42,92.9,58.58,52.34,157.32,32.82,156.71,98.84,134.58,62.7,88.39,106.4,18.3,44.67,44.35,102.88,103.03,30.49,72.86,108.02,106.8,55.44,70.77,54.24,21.46,61.84,67.34,139.08,41.73,64.59,209.55,134.66,201.89,86.58,118.86,23.99,396.2,44.14,59.48,68.94,207.26,120.26,103.17,104.92,94.85,90.13,115.12,68.29,39.263,27.767,30.337,129.4228170221182,91.52849655536144,,,,,,,,,,,,1490000.0,8180000.0,2380000.0,879.0,250000000.0,1640000.0,145000.0,23400000.0,6320.0,172000.0,2150000.0,6055.578,101856.05,2136.634,30112.217000000004,11332.575,437104.7140000001,5.0,8850.0,4418.334,506924.906,0.2838466384248686,0.1802197956456858,0.118246875072129,USA,0.2838466384248686,0.1802197956456858,1.5750025540086303,0.1368244509872337,0.3537794744485826,0.4165871955655654,3.0,0.2728232954457035,0.0528693785664286,0.0950900479857216,0.1937861592063005,1.0,1.0,155.0,0.1548387096774193,0.2374295302013422,2.0,1.0,1.0,0.0,46.0,4.0,8.0,5.0,,-0.2397,-0.1758,0.117656862745098,,312.83,312.83,5930.406,2.379,0.701,12584.438,6654.031,3879.955,1551.783,353.156,66.9,73.624,,,,,231890.109,662319.438,435002.375,100.0,100.0,3607.457,1002.077,17047.688,7606.896,6.838,0.412,0.297,100.0,,11332.575,6055.578,2136.634,,,19524.787000000004,27.0,18.0,10.0,7.0,0.0,0.0,0.0,8.0,6845.0,4811.0,10886529.0,2857811.0,2541681.0,,,,,,,,1.6185605895196506,662.319438
1951,0.0251,0.015525,0.0175,0.0786011,-0.0496023,-0.0584796,,0.751754,0.0,0.0,0.0571429,0.0216193,0.0149254,0.0110035,,,0.631736,0.161287,-0.114088,,45.0,,,1.7100000381469729,0.1017026991890075,16.813713419434958,57.64,102.32,63.33,44.23,148.22,30.42,145.25,97.0,148.93,61.39,95.06,108.53,18.21,44.76,46.83,125.47,99.26,33.9,72.0,133.18,128.47,51.89,72.0,52.02,19.7,63.11,60.39,152.0,42.55,66.21,206.46,138.92,149.74,126.97,105.11,31.96,368.0,46.59,62.77,80.19,227.07,151.35,99.44,100.77,97.13,88.9,109.1,68.42,48.093,32.466,35.955,133.75886524822698,90.29620358781813,,,,,,,,,,,,1800000.0,10900000.0,2490000.0,883.0,294000000.0,1600000.0,132000.0,24600000.0,6210.0,172000.0,2360000.0,6867.236,108723.286,2534.509,32646.726,11939.019,449043.7330000001,4.0,59607.833,57584.5,566532.7390000001,0.3187359729240511,0.1727490839300032,0.1033768054404543,USA,0.3187359729240511,0.1727490839300032,1.8450805392010117,0.1512714218863422,0.3741056546549741,0.3243336624105718,3.0,0.2767644252990615,0.0528346219284916,0.0931458639633611,0.1909010591639458,1.0,1.0,156.0,0.1538461538461538,0.24104,6.0,4.0,0.0,0.0,40.0,4.0,11.0,5.0,,-0.0719,-0.0692,0.285456862745098,,,312.505,6381.651,2.516,,13578.992,7197.342,4084.146,1720.176,416.186,75.766,79.875,,,,,238271.75,675898.438,442199.688,100.0,100.0,3723.34,1018.664,18150.432,8111.834,7.154,0.421,0.303,100.0,,11939.019,6867.236,2534.509,,,21340.764000000003,31.0,21.0,7.0,11.0,0.0,2.0,0.0,10.0,18227.0,8688.0,734580.0,17912777.0,17643192.0,,,,,,,,1.7417169759825326,675.8984379999999
